"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
17,15,8,5,9,4,9,6,3,19,5,5,3,9,3,9,8,4,2,7,5,7,4,3,6,23,4,3,1,4,4,3,3,6,4,3,6,29,3,5,4,4,5,3,4,6,6,5,5,5
11,17,9,2,15,6,9,1,7,13,4,4,3,6,3,5,4,6,6,6,2,4,4,7,6,25,8,9,6,3,4,8,1,7,5,3,5,33,7,1,8,4,2,5,8,4,7,2,5,3
20,12,3,12,8,3,10,3,8,10,4,5,3,6,1,6,9,1,6,5,3,4,1,3,2,22,4,4,5,4,2,6,4,3,4,2,5,33,7,5,5,6,4,8,3,6,6,5,3,10
22,14,6,2,7,6,3,6,4,20,6,7,5,13,6,3,6,2,4,6,2,4,3,3,6,30,3,5,6,5,12,4,3,9,1,2,5,23,2,4,4,5,5,6,7,6,6,3,5,7
21,20,7,6,6,6,4,1,4,16,6,5,9,11,7,4,3,6,3,4,3,6,2,4,6,30,4,8,1,5,5,4,5,3,6,4,3,18,2,2,6,4,3,2,5,4,6,5,2,8
15,10,4,8,13,4,2,1,9,12,4,3,7,7,3,2,7,3,4,4,4,4,4,4,8,27,5,7,3,2,6,6,10,5,2,4,3,33,9,4,3,8,6,5,4,1,1,2,6,6
15,17,9,3,11,8,6,5,5,16,2,7,5,3,6,3,5,6,4,8,1,3,4,6,2,24,1,4,4,5,6,3,1,7,8,7,4,28,6,7,3,6,4,6,4,4,3,6,4,4
19,12,12,4,8,4,4,3,3,9,8,3,4,3,3,6,4,3,3,5,1,1,5,4,3,31,6,6,2,5,6,2,7,8,3,5,3,28,4,5,1,5,0,4,6,5,2,7,4,3
21,16,10,13,10,7,6,0,6,14,3,4,1,6,4,7,9,10,5,6,7,6,6,2,4,28,3,7,7,4,3,5,3,4,2,7,8,31,5,4,4,5,4,4,5,8,4,8,3,7
18,10,9,6,8,4,2,5,6,11,4,4,4,9,8,6,3,4,3,2,7,2,3,4,6,24,3,5,8,4,1,1,7,4,6,3,4,27,3,5,0,6,9,3,9,4,2,4,6,9
18,16,10,12,16,5,5,2,4,16,7,2,4,5,6,5,6,7,3,7,5,4,5,3,5,21,4,1,6,4,4,6,2,7,5,6,1,26,3,0,5,2,7,4,4,6,6,1,3,2
17,10,9,2,10,3,6,2,7,20,5,2,2,8,3,4,9,1,2,1,3,9,4,4,8,23,5,4,3,8,8,6,5,3,3,4,7,29,5,5,3,5,3,3,6,2,3,6,5,7
18,14,5,6,9,2,5,6,8,6,3,4,3,8,2,8,7,3,3,3,5,1,7,7,2,21,2,7,8,4,4,2,7,4,3,2,3,14,5,5,5,3,2,4,5,8,2,3,3,3
28,11,8,12,2,6,8,4,5,16,5,8,3,5,7,2,8,4,3,4,9,4,5,6,5,26,4,5,7,6,6,3,2,4,4,3,3,18,4,8,6,4,6,1,3,2,0,4,3,5
17,6,8,2,9,3,4,8,4,13,8,3,3,9,1,4,4,5,1,4,2,7,9,5,4,32,6,3,11,6,9,4,6,4,2,3,5,20,5,3,2,4,4,4,5,5,2,4,10,6
21,11,14,6,12,8,2,1,4,11,2,5,4,6,5,4,10,7,10,8,3,5,5,4,9,25,5,6,8,4,2,1,2,5,4,5,3,27,4,3,3,3,3,4,3,3,1,5,7,3
22,9,7,5,7,6,5,5,6,16,6,2,4,7,2,5,7,3,6,2,1,5,5,5,4,18,4,3,5,3,4,1,1,3,8,2,5,28,0,4,3,3,5,6,7,4,2,6,5,3
20,10,7,8,6,3,4,11,7,11,5,8,5,7,4,6,8,6,6,4,3,3,2,6,6,29,4,7,2,4,6,7,7,7,4,6,4,32,6,2,8,5,5,3,3,6,0,5,8,4
24,11,4,7,12,3,3,5,4,10,7,6,3,6,6,3,7,1,5,4,5,9,3,2,3,32,7,5,4,4,8,2,8,3,7,2,4,38,5,6,4,7,10,4,7,4,6,3,7,2
27,8,10,6,11,8,6,4,3,13,6,1,4,6,6,3,9,1,4,8,5,4,4,6,4,18,4,4,1,7,1,5,4,4,3,8,9,28,4,2,7,6,6,6,7,6,6,7,2,5
22,15,6,1,2,1,4,2,2,11,3,4,6,4,0,4,8,4,2,3,2,8,3,6,8,24,3,4,8,5,1,4,4,4,4,2,3,26,2,6,6,1,3,4,4,4,9,6,5,2
19,9,11,4,8,3,4,4,6,10,3,5,3,7,2,5,12,3,7,5,3,4,9,6,2,16,5,5,4,4,2,2,4,4,0,3,2,21,2,3,3,2,4,2,2,3,2,7,6,5
22,14,16,8,5,4,5,7,2,9,6,4,1,7,7,2,4,6,4,2,10,6,3,6,4,30,6,3,5,9,5,5,3,1,10,1,2,27,5,3,5,2,5,4,3,3,8,3,3,4
20,19,10,5,5,4,7,8,4,6,2,5,7,6,2,6,6,6,2,4,7,3,3,5,2,22,4,5,5,4,3,6,6,3,4,5,5,23,5,3,10,2,5,3,5,2,3,1,3,3
13,8,5,9,10,5,1,0,5,10,6,6,3,12,5,7,1,3,2,4,5,2,5,2,2,19,2,5,6,8,4,1,5,7,4,2,6,28,5,6,6,5,3,4,3,3,2,3,3,9
23,13,7,3,14,4,9,3,6,15,3,4,1,7,7,4,11,7,6,6,0,4,4,5,3,22,3,5,4,2,6,2,3,1,2,5,4,24,3,3,4,1,4,3,7,5,6,2,3,4
24,14,6,3,12,5,4,3,7,18,5,4,4,7,6,5,8,6,3,4,3,5,4,1,11,30,7,3,6,7,7,6,6,8,4,10,0,24,4,1,4,4,3,4,8,5,3,6,6,1
17,13,8,6,11,1,5,3,4,10,4,4,3,2,1,3,6,6,6,5,2,6,5,1,6,25,4,3,3,4,4,10,3,5,5,4,1,25,9,1,6,5,5,2,7,4,1,4,1,5
26,9,8,7,13,6,4,7,9,11,2,6,3,10,7,7,9,4,5,3,3,6,6,3,6,18,3,2,4,4,5,2,2,2,1,1,1,24,3,3,6,1,3,6,4,8,4,3,4,2
12,12,6,4,10,3,2,3,4,9,7,4,5,7,2,7,11,4,10,3,5,4,4,3,2,23,5,5,4,4,2,8,5,5,6,5,1,23,2,4,2,8,2,0,5,5,4,3,4,8
29,17,10,5,5,7,2,1,3,9,5,1,8,5,4,5,4,8,1,1,6,5,2,5,7,21,6,5,1,3,4,2,4,1,5,4,5,15,1,8,2,1,3,4,6,2,4,5,4,7
19,14,5,10,5,1,8,5,1,16,3,3,3,6,3,7,8,7,7,1,6,4,4,3,10,25,6,6,2,4,5,2,4,4,2,7,9,19,6,4,5,3,6,1,5,1,7,4,3,4
13,12,9,3,10,4,3,4,2,11,4,3,4,9,4,4,7,5,5,2,3,3,4,4,4,30,5,3,5,7,7,9,1,6,7,4,8,19,5,3,3,6,4,6,4,4,2,5,3,4
22,15,7,5,4,6,4,5,4,16,5,6,9,4,3,3,5,2,2,3,7,3,4,4,7,23,4,1,1,9,2,5,4,6,3,5,1,20,5,6,3,4,2,3,3,3,5,2,3,1
13,13,11,7,7,3,5,5,5,17,6,3,2,8,3,4,3,5,5,4,2,4,3,2,6,29,8,1,3,3,3,3,6,7,3,6,6,33,2,4,3,5,2,7,4,6,8,5,11,5
20,13,9,9,13,3,4,6,5,7,2,1,3,6,4,2,5,3,6,6,7,6,7,2,8,21,6,2,5,4,4,3,4,5,5,4,5,22,3,5,10,6,3,3,4,5,3,3,7,5
24,12,11,8,9,8,3,4,4,11,4,1,5,11,2,7,3,5,1,7,11,3,3,6,6,22,3,3,3,4,8,3,5,7,4,2,5,29,4,7,3,5,4,3,4,2,5,2,2,1
15,15,6,10,6,2,7,2,5,15,5,5,6,7,1,2,8,6,5,7,3,1,2,5,6,25,5,4,2,1,6,2,7,2,7,7,1,34,4,5,8,2,3,12,6,1,7,6,3,9
27,14,5,8,10,4,3,4,5,7,4,3,7,3,6,2,10,4,9,6,1,3,4,3,5,28,8,3,3,5,2,5,1,5,4,1,5,25,7,5,4,1,4,3,8,6,2,1,1,3
17,14,12,8,9,11,4,4,8,15,4,3,2,10,4,9,6,7,4,3,5,3,5,5,5,19,3,4,8,1,3,4,4,1,3,3,4,24,1,6,5,5,3,7,6,3,1,5,6,6
19,10,11,3,5,5,1,0,6,12,3,3,6,6,1,4,9,4,9,1,3,5,4,7,2,24,3,5,6,7,6,4,5,2,4,3,5,24,3,4,3,5,6,4,8,6,4,3,3,5
23,13,16,9,9,4,3,6,7,6,8,3,6,8,5,3,3,5,3,4,10,8,5,5,1,17,3,6,6,3,1,4,3,10,7,2,4,28,5,3,5,7,6,8,5,5,6,4,4,7
21,10,10,6,7,5,2,9,2,15,7,8,5,10,3,5,6,5,2,2,5,4,2,3,5,28,4,1,6,5,5,4,8,5,5,8,5,32,7,4,3,6,9,5,4,8,2,4,4,5
21,9,11,11,10,1,4,6,6,17,4,6,2,7,3,3,6,3,4,9,5,4,6,9,4,26,4,3,5,1,2,6,4,6,2,2,7,26,6,5,4,0,1,4,4,7,2,6,8,4
20,19,10,7,11,3,5,6,5,8,4,8,5,3,3,3,5,6,5,8,5,3,6,7,1,19,3,3,2,1,4,7,4,6,1,3,4,29,4,4,2,10,2,6,4,4,4,3,6,6
22,9,11,4,8,6,3,4,1,12,3,5,4,5,7,6,5,1,6,3,5,4,2,3,5,17,3,3,9,5,4,7,2,2,6,7,6,26,5,4,7,6,2,9,1,4,3,3,4,4
18,10,13,10,10,7,3,4,5,10,4,5,4,5,4,1,3,3,3,6,5,1,6,4,5,17,3,4,4,4,1,3,4,3,5,7,4,29,7,1,2,4,6,5,4,8,6,5,7,8
16,6,11,5,10,5,4,4,6,12,3,6,3,6,6,4,10,6,9,10,5,7,10,3,2,18,2,3,2,4,4,4,3,4,3,0,5,31,5,7,4,5,5,7,8,7,2,7,4,7
24,12,18,7,11,11,3,6,5,14,9,5,3,11,6,4,4,2,6,5,6,4,7,10,2,23,6,3,4,3,1,6,4,1,5,4,6,19,5,2,8,3,4,1,5,4,3,2,2,0
24,14,4,9,11,4,5,7,5,9,2,4,6,6,3,4,4,8,2,5,5,4,2,7,0,24,5,4,2,5,4,3,10,2,7,5,2,31,4,2,7,7,4,6,6,3,8,4,8,4
18,9,12,9,12,4,3,6,8,18,5,10,6,8,6,4,8,4,4,7,4,4,4,3,7,19,4,5,2,5,2,3,4,4,2,7,3,35,4,4,7,6,5,7,4,5,5,5,5,4
16,10,11,4,9,4,2,5,0,9,3,3,7,5,3,6,9,4,5,4,2,4,7,3,7,33,3,5,6,5,6,6,3,6,10,3,9,26,5,6,6,1,2,3,5,2,5,1,1,7
14,10,12,7,7,1,4,2,4,14,6,7,4,4,2,2,15,3,9,3,5,8,6,3,3,29,6,1,4,9,7,2,3,3,2,6,4,41,9,5,6,7,2,6,1,5,3,1,8,6
18,7,7,12,9,4,7,4,4,5,4,2,1,5,5,6,5,5,7,4,9,2,8,8,5,23,2,4,5,2,3,6,1,3,7,5,3,23,1,1,8,5,5,5,5,1,1,3,5,2
24,12,7,3,7,5,5,5,4,13,5,3,3,3,5,4,9,5,1,6,1,3,3,4,4,19,3,3,5,3,7,2,4,2,4,4,5,24,2,7,4,2,3,7,5,3,6,4,6,3
23,12,12,9,8,1,4,8,8,11,5,2,6,6,8,3,12,2,5,5,4,2,7,2,2,25,6,5,4,5,6,5,6,4,6,3,3,25,5,5,6,3,4,2,3,4,6,3,5,8
12,11,6,5,11,6,5,2,8,10,7,3,10,5,3,4,5,3,4,7,3,6,7,1,8,28,2,4,3,6,6,7,6,3,8,4,5,27,5,2,5,5,2,2,3,8,3,4,2,6
19,15,8,7,5,7,5,6,4,12,6,6,6,6,2,7,4,3,5,6,3,8,5,3,4,26,6,1,5,4,2,6,5,6,4,4,5,30,4,5,4,4,1,4,5,7,5,4,6,3
15,11,10,6,8,4,4,3,3,9,3,5,4,6,6,4,7,6,3,5,4,5,7,3,4,28,5,6,3,9,4,6,3,1,9,3,7,33,6,6,2,7,4,2,5,2,9,3,5,4
19,17,12,3,13,6,8,1,7,13,4,6,4,9,7,6,1,6,3,4,4,6,3,3,2,18,3,3,3,5,2,2,0,3,2,4,7,22,2,2,2,7,4,3,4,4,6,4,7,4
22,12,3,7,11,3,3,2,4,15,1,4,6,8,1,4,7,6,4,2,8,4,2,2,6,20,1,2,3,2,2,4,4,5,4,6,8,24,7,5,1,4,6,3,6,6,2,4,4,3
24,4,7,5,4,3,2,5,4,16,9,2,5,4,8,2,9,4,6,2,5,4,2,8,4,28,3,4,1,10,5,2,4,7,2,2,8,23,2,5,3,4,4,4,4,6,5,3,3,1
25,19,5,4,6,4,4,4,6,11,2,3,10,3,5,2,8,5,3,5,3,3,4,1,5,21,2,5,4,9,5,5,3,6,4,0,1,22,5,4,4,3,5,7,6,5,2,2,3,5
22,13,8,3,7,8,4,2,2,10,7,4,3,5,4,4,7,2,1,6,3,3,5,8,2,27,3,6,5,4,5,1,5,10,2,5,2,28,8,6,5,4,3,7,3,2,6,5,5,1
27,11,6,5,10,2,3,4,2,17,9,5,3,9,4,3,4,3,4,1,2,7,3,3,3,24,1,2,7,7,4,5,6,5,5,1,5,31,5,7,0,4,3,5,6,1,5,4,4,5
23,13,8,4,7,5,2,8,5,17,4,7,5,8,5,6,7,4,2,4,7,4,4,4,5,26,4,1,6,5,3,3,3,5,2,5,5,31,3,6,5,3,3,6,7,6,6,10,5,4
17,10,6,8,9,5,6,2,5,16,4,4,6,12,4,2,4,4,4,2,4,7,4,2,1,32,10,5,6,4,4,2,2,3,7,8,3,31,4,5,1,5,9,3,5,9,5,7,6,4
32,11,13,9,3,5,2,7,5,12,1,6,4,10,10,4,9,1,3,2,7,1,6,8,3,25,2,6,5,5,5,6,2,1,4,2,11,34,5,3,4,6,4,5,11,3,1,7,5,5
18,11,7,7,12,3,5,3,2,12,3,3,5,7,2,3,6,6,2,9,2,6,9,6,7,17,3,3,5,3,3,5,5,4,5,3,3,23,6,9,4,4,5,7,6,5,5,4,4,2
16,6,9,15,7,5,5,4,5,9,7,5,5,9,5,4,8,3,4,5,8,5,7,3,4,23,3,2,4,9,3,2,4,7,3,3,5,26,1,1,6,8,4,5,3,5,4,5,4,5
22,8,9,5,11,3,4,7,4,20,6,4,7,3,2,7,7,3,5,5,4,5,8,3,12,21,2,5,4,3,6,8,3,5,6,6,6,26,6,10,3,5,2,4,3,4,4,6,5,6
18,11,7,10,6,2,4,8,1,15,7,9,4,6,4,7,4,3,1,5,5,6,2,5,5,24,4,8,4,2,3,5,5,4,7,5,3,32,7,2,1,6,3,4,4,2,8,7,3,8
14,5,1,8,11,2,7,1,5,13,3,4,2,8,6,9,6,4,6,8,4,6,3,5,9,22,2,7,5,4,6,2,8,7,3,3,1,24,6,5,6,4,6,2,4,4,1,5,4,3
18,11,6,2,7,4,3,1,8,9,0,4,5,7,4,10,5,2,3,3,6,6,3,7,5,26,5,1,4,6,6,6,2,10,4,3,2,20,5,7,3,1,6,4,2,5,8,3,4,2
23,13,8,6,12,3,1,1,7,22,9,2,3,9,5,7,12,4,4,9,9,7,3,1,5,18,1,4,3,5,1,4,4,5,6,6,8,28,2,9,6,5,4,4,5,5,2,3,4,3
30,18,8,7,15,6,5,2,5,8,6,4,3,9,8,9,7,4,1,2,3,8,7,5,3,24,6,6,2,4,5,5,9,2,6,5,3,26,2,2,2,4,2,5,3,5,11,5,2,5
10,17,11,5,6,3,4,3,5,10,4,6,6,2,4,4,5,2,3,7,2,2,5,3,2,28,4,4,6,4,3,6,6,4,7,1,3,22,4,3,4,6,5,2,3,5,1,7,6,8
22,13,6,8,9,5,4,5,2,9,1,5,6,8,5,3,5,4,2,7,8,3,9,9,7,19,2,2,5,2,7,3,3,6,8,6,3,19,1,2,4,5,2,5,3,6,7,4,3,7
17,10,8,4,9,6,7,4,3,19,6,6,3,9,3,5,4,3,2,5,3,6,6,7,4,21,10,4,2,2,7,3,4,3,3,12,5,23,8,4,5,5,5,5,4,5,3,1,2,5
23,19,10,10,10,3,5,4,3,19,6,5,0,9,5,5,7,7,5,5,6,6,5,7,7,26,6,3,5,8,2,1,5,5,6,5,9,32,5,5,2,4,3,0,8,2,2,6,4,5
30,16,7,6,9,3,9,10,4,18,7,7,6,6,2,4,8,6,3,4,6,3,1,7,4,34,5,4,2,6,6,8,5,5,3,8,2,26,6,4,6,5,8,8,8,3,4,5,4,4
16,10,10,5,7,1,3,5,3,16,2,12,4,6,1,5,10,4,5,5,6,1,3,2,5,17,3,3,3,3,5,3,8,6,7,1,4,28,5,6,7,4,2,3,5,7,3,2,5,4
18,6,2,6,9,2,4,2,3,14,3,9,5,1,5,2,3,7,3,6,4,2,3,5,4,21,6,4,2,4,2,8,5,3,7,4,2,27,8,6,5,6,4,4,4,4,2,3,3,4
14,19,13,3,8,6,8,4,2,8,3,1,5,5,4,6,4,8,3,11,2,2,6,6,5,22,2,2,4,4,2,1,5,5,4,4,7,25,2,6,2,3,5,6,6,5,1,11,1,7
21,11,9,5,8,6,5,4,3,14,3,3,2,7,7,7,9,3,2,6,7,1,3,2,9,10,2,3,6,4,1,4,3,4,4,5,4,22,3,2,3,6,3,3,1,5,8,3,4,6
18,18,8,9,9,6,5,6,4,7,0,2,7,5,2,3,9,6,4,4,5,7,4,4,7,17,4,4,6,4,1,5,4,1,3,0,6,24,5,4,5,4,9,4,2,7,5,6,3,3
18,13,11,9,5,3,2,3,6,7,1,1,7,4,3,3,7,4,6,3,6,6,3,7,3,28,6,8,3,5,8,3,4,3,6,3,4,22,2,3,3,3,3,10,6,3,1,3,7,5
20,12,6,8,10,3,3,4,4,17,6,7,6,10,2,4,5,5,2,3,5,2,1,1,4,28,8,10,4,5,5,3,1,5,5,3,8,25,2,6,6,3,3,3,1,3,2,8,2,6
17,10,9,7,8,4,3,9,2,12,8,4,6,7,6,5,3,6,5,6,6,3,5,3,6,20,4,4,4,4,3,5,4,7,8,2,4,25,2,3,4,5,2,5,4,3,8,1,6,2
26,10,17,6,8,8,5,9,3,10,7,6,2,6,6,7,4,3,3,7,4,3,6,6,3,34,5,8,4,4,3,11,4,6,7,8,5,26,4,5,4,5,6,2,6,4,4,7,3,7
23,8,3,4,9,2,5,6,4,20,6,5,2,5,4,8,4,4,5,2,3,4,2,2,3,22,3,2,4,2,2,8,3,4,6,3,7,32,4,9,4,8,7,7,0,2,1,3,2,10
21,13,10,5,8,8,3,3,3,10,5,2,4,4,2,5,8,8,6,3,10,5,5,2,3,28,4,3,3,4,7,1,6,7,8,6,9,19,5,2,5,4,4,8,5,2,5,3,2,5
20,9,3,2,10,2,4,0,4,15,5,5,4,10,3,5,8,4,4,2,5,3,2,9,7,21,4,7,5,11,2,0,2,2,2,2,2,23,3,5,2,3,2,6,7,4,6,3,3,6
18,15,8,7,6,3,3,7,5,6,7,2,10,4,2,6,9,7,4,5,8,2,4,4,5,35,5,6,10,2,1,8,5,0,5,8,4,33,4,5,8,3,5,6,5,2,1,6,7,3
24,11,3,9,6,0,2,4,3,17,4,8,5,2,5,3,4,4,5,5,5,6,4,6,5,22,3,3,5,9,1,3,8,3,3,4,9,33,1,8,3,11,4,2,4,4,6,6,4,3
16,6,13,5,6,6,4,5,4,11,4,6,4,5,6,9,6,5,9,6,7,6,4,3,3,24,5,7,1,2,3,3,8,4,6,2,6,21,7,4,4,0,4,4,4,5,9,9,6,3
18,10,11,6,5,4,0,5,2,15,5,6,5,5,6,6,9,3,2,1,7,1,8,9,5,32,4,1,6,1,5,6,8,5,7,7,6,25,3,6,4,3,5,5,4,2,1,11,4,4
20,17,15,4,9,9,4,6,5,11,3,2,3,4,2,5,5,5,4,2,6,3,2,4,4,21,2,4,7,4,3,6,5,2,10,5,3,26,5,10,3,5,3,4,5,5,0,6,6,3
19,10,11,3,3,6,5,9,6,17,6,4,8,11,6,8,5,5,2,4,2,10,5,5,7,21,5,2,4,6,3,3,1,6,3,2,5,24,5,2,3,4,4,7,4,1,4,7,5,5
7,7,6,3,7,3,2,3,7,13,9,4,3,13,8,7,5,1,4,6,8,2,1,1,3,33,8,5,3,2,5,6,5,7,6,2,9,32,9,5,6,6,5,5,3,4,8,5,3,3
12,8,7,6,9,3,4,6,4,9,3,3,9,7,6,6,6,7,5,3,4,7,5,2,4,26,5,4,5,2,5,1,5,3,5,4,4,28,5,3,2,3,5,4,1,2,5,4,3,8
23,11,12,3,15,4,3,3,7,14,2,10,4,7,5,4,7,4,5,11,4,6,5,3,5,24,5,1,1,2,3,4,5,4,4,9,4,30,6,10,4,4,7,3,3,6,5,6,4,6
36,15,7,7,6,1,9,3,3,10,3,5,10,7,6,3,11,2,5,4,2,8,6,5,6,22,9,4,2,3,4,3,5,7,6,1,4,37,6,4,5,5,2,7,5,1,6,6,5,3
23,20,14,9,8,8,3,6,1,8,2,4,8,13,4,8,9,3,5,5,9,7,4,6,2,25,3,5,3,4,7,4,5,2,5,6,2,22,4,3,7,4,3,5,1,5,3,3,7,5
26,13,7,4,10,2,7,5,2,9,2,3,4,10,5,2,4,7,1,4,7,7,4,2,3,22,3,2,6,3,8,5,2,2,6,7,5,31,2,5,2,8,5,3,6,4,5,10,8,1
25,17,7,5,10,4,1,5,4,16,2,4,7,7,4,5,8,4,1,5,5,3,5,6,4,32,3,4,0,8,6,6,5,2,4,8,4,14,4,7,5,2,5,1,5,5,6,5,7,1
19,13,9,2,8,9,1,3,3,16,2,2,2,8,4,5,7,7,2,5,3,2,5,1,6,31,7,7,5,1,3,6,5,5,2,4,5,32,8,5,3,4,4,7,2,10,2,8,10,5
17,10,5,2,14,4,6,4,5,15,8,7,4,3,6,0,9,2,5,6,6,2,4,3,6,24,6,2,3,4,4,5,3,5,2,3,3,15,4,2,5,6,2,4,4,6,6,4,0,3
18,24,9,12,9,6,11,4,3,16,7,2,3,16,5,7,6,6,4,3,9,0,6,3,4,19,7,3,7,2,7,4,3,3,6,5,3,27,6,6,2,4,3,4,3,4,1,5,5,4
21,14,6,6,11,8,3,3,2,9,3,4,4,8,4,6,3,3,2,4,5,1,5,3,3,20,5,6,3,9,4,7,5,5,1,4,1,23,1,4,5,5,4,1,4,2,10,6,3,3
21,12,10,6,8,3,9,4,5,17,4,6,4,5,6,3,11,3,7,4,7,7,5,6,3,14,6,2,3,3,6,3,3,1,3,2,6,24,0,1,3,4,5,9,7,8,3,5,3,7
21,12,10,7,5,6,6,2,3,14,1,5,6,7,7,10,5,3,3,6,6,1,4,2,4,29,5,0,6,3,5,7,8,4,6,1,5,34,9,4,2,7,5,6,6,5,5,2,5,4
26,18,2,11,5,2,8,4,3,11,6,4,4,5,4,3,7,3,4,4,3,8,2,4,2,20,4,1,4,2,5,2,4,6,3,4,3,32,6,0,5,4,6,3,4,3,6,3,6,1
16,13,5,2,11,5,3,4,7,12,3,7,2,3,1,5,7,5,4,6,5,2,4,6,3,18,1,6,2,5,5,8,6,7,0,4,4,22,3,3,3,2,7,4,6,9,6,2,4,6
24,6,7,11,11,2,2,7,7,10,1,3,1,7,1,5,11,1,4,7,6,0,4,8,3,19,4,4,6,3,4,7,6,2,5,4,6,26,4,4,7,6,4,2,6,7,6,3,5,7
18,8,6,6,12,4,5,7,3,16,4,3,8,7,6,2,6,5,7,4,4,3,5,9,7,29,9,5,8,6,4,3,4,4,7,7,3,27,4,5,7,7,5,5,0,3,4,3,4,6
22,12,8,7,4,7,4,5,8,11,6,2,8,8,8,3,6,2,4,2,3,6,3,5,3,24,6,2,1,2,6,3,6,4,0,3,5,22,2,3,3,5,6,9,2,4,3,2,6,3
17,11,9,5,12,6,2,8,4,9,6,7,6,3,3,1,9,3,9,3,5,4,7,4,7,33,2,1,5,3,9,5,4,9,6,7,3,31,6,9,5,4,2,4,8,2,2,9,6,7
18,10,9,1,9,3,4,6,5,12,2,4,4,7,5,7,7,0,2,10,6,5,10,3,4,25,3,6,5,4,3,3,5,1,3,3,5,29,3,2,2,3,7,7,7,7,6,9,9,4
14,9,7,5,6,2,4,5,5,10,6,3,1,7,2,7,3,7,0,4,5,2,6,4,5,30,4,5,4,2,4,6,7,5,8,2,8,29,5,6,4,6,6,4,6,3,1,3,4,5
23,15,8,9,6,5,5,3,3,11,2,6,5,6,4,3,7,6,6,1,6,4,4,4,9,25,5,5,3,2,6,7,2,3,7,4,4,24,6,4,5,4,2,5,6,4,3,8,9,5
21,16,14,10,7,10,3,4,3,12,4,0,7,6,5,3,8,4,3,7,4,2,3,10,5,25,4,3,6,4,7,2,6,5,5,6,5,28,6,9,8,2,2,7,1,6,5,5,7,3
20,17,7,8,9,4,8,6,3,10,5,3,7,4,5,4,14,4,9,5,7,4,3,6,6,23,5,5,2,4,3,4,3,3,6,4,4,18,1,7,4,3,6,5,3,5,3,6,7,2
22,14,17,4,8,6,1,3,4,19,3,6,3,10,6,6,2,6,2,5,2,4,10,1,4,22,4,4,7,3,6,2,3,5,6,3,0,29,5,6,5,4,4,5,7,4,5,3,6,4
28,12,6,4,7,6,6,6,5,19,5,6,4,6,6,5,6,6,5,2,4,7,5,7,8,26,4,2,2,6,5,6,1,3,7,5,6,23,5,8,3,2,5,1,5,5,5,6,6,5
27,12,11,10,7,3,1,3,1,7,3,2,4,8,7,2,6,5,2,2,6,2,5,4,3,19,4,7,1,6,5,3,4,3,4,3,1,27,6,9,4,4,5,5,3,0,5,9,6,4
22,18,14,6,7,4,3,6,2,15,4,3,4,9,8,7,1,7,2,7,3,3,8,8,2,21,4,3,2,4,3,1,6,5,1,6,9,31,10,1,6,8,7,2,4,4,4,5,2,5
10,12,6,7,4,1,7,3,4,8,5,2,3,7,4,7,4,6,4,3,6,3,5,6,4,26,5,5,4,4,5,5,7,3,5,4,6,21,2,4,3,4,3,3,1,3,5,4,5,5
23,17,9,8,12,4,4,6,3,8,4,5,8,11,1,7,9,4,7,6,3,3,2,7,6,27,3,8,2,6,4,5,6,5,5,3,9,18,6,5,3,3,2,1,3,4,6,4,1,7
15,9,5,9,8,2,5,4,5,9,0,6,1,8,1,3,9,5,7,4,5,3,4,6,1,28,2,5,4,1,4,8,9,0,8,5,7,38,11,7,7,5,5,3,5,6,6,4,7,4
13,8,4,5,13,3,4,1,7,8,2,1,3,7,5,7,6,5,2,9,6,3,0,3,5,19,7,3,3,5,4,5,2,6,1,3,3,38,9,9,3,8,8,1,6,4,5,4,5,6
25,6,1,7,10,4,3,2,3,17,6,5,3,10,4,4,6,3,2,2,6,4,1,5,4,30,8,5,4,5,7,4,7,4,6,0,4,28,4,8,1,5,7,8,7,2,4,3,1,2
18,12,10,11,9,9,8,3,4,12,3,5,6,4,4,2,5,7,3,6,4,6,3,2,3,19,6,4,10,5,4,2,2,2,7,5,5,32,5,7,3,6,5,4,2,2,5,3,3,3
13,11,7,5,3,2,4,5,3,16,5,1,3,2,4,4,6,4,2,4,3,7,2,2,7,29,9,5,7,8,3,7,5,4,3,3,3,32,3,5,4,7,6,5,6,6,2,4,7,6
21,7,7,7,9,1,2,5,2,18,4,4,3,5,5,4,9,2,5,6,7,3,6,6,9,19,6,3,3,2,5,1,5,3,6,2,3,29,5,9,2,1,0,4,8,3,2,5,3,7
33,11,7,7,12,6,8,7,5,14,5,10,4,8,6,5,10,3,7,5,5,4,2,5,2,29,4,2,6,2,6,8,8,4,2,5,7,25,4,4,1,6,2,3,8,6,2,5,3,2
24,11,5,8,3,2,8,11,2,17,5,2,2,8,6,7,5,3,2,0,4,3,5,4,4,30,5,8,8,3,9,7,3,6,5,3,5,33,4,5,6,5,6,4,8,3,6,6,4,1
11,16,8,5,9,4,6,4,5,13,8,4,4,8,4,4,6,8,5,5,4,4,4,4,6,24,7,2,6,4,6,4,7,3,5,3,4,29,1,7,3,2,9,2,7,4,5,7,2,5
