"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
8,5,8,6,8,4,8,3,4,11,3,7,22,7,3,6,10,2,8,5,7,8,6,4,4,6,3,6,7,6,4,4,8,10,7,6,7,3,12,3,1,7,8,4,7,4,5,8,1,2,36,2,8,6,5,3,9,4,6,5,4,4,5,5,4,4,23,4,3,3,6,1,4,3,1,0,6,4,2,5,5,1,5,43,8,5,5,4,6,4,4,4,6,7,6,4,5,6,9,2
10,3,10,10,3,7,8,4,5,11,3,17,9,6,6,6,12,8,12,3,9,7,5,5,8,9,4,7,11,3,1,8,2,4,7,6,3,4,10,6,4,7,7,2,4,5,6,1,8,2,28,6,4,2,7,2,2,5,2,7,4,5,3,2,5,4,43,6,7,6,4,4,5,4,4,6,4,8,5,6,4,4,2,31,5,2,3,3,8,4,3,6,0,6,3,9,2,4,6,3
14,5,9,14,6,8,9,3,3,10,3,14,8,5,7,5,13,2,7,1,8,5,10,3,5,7,5,6,5,6,5,5,7,2,7,3,5,4,11,8,6,9,4,7,4,7,3,6,4,6,21,3,2,2,2,6,5,1,1,5,3,4,1,4,7,0,27,6,3,2,5,6,2,6,4,6,5,3,1,4,5,4,4,29,5,6,4,1,6,1,4,7,3,3,3,1,5,4,5,5
19,12,12,6,7,4,8,3,7,13,4,13,14,8,4,11,12,6,9,8,4,7,7,5,10,12,3,8,5,2,7,7,4,5,3,1,0,2,8,1,4,8,6,8,1,6,3,4,4,3,44,7,5,6,8,6,4,7,6,4,6,3,5,4,11,6,25,3,3,5,4,5,7,2,1,5,6,2,3,6,3,5,4,30,2,6,3,6,1,3,2,2,4,7,3,8,4,4,4,8
14,10,9,10,8,9,5,3,8,13,5,3,16,5,2,7,10,1,5,5,3,5,7,2,8,8,6,6,12,4,4,3,9,8,9,2,4,4,9,3,6,3,3,4,5,4,3,5,1,2,32,4,4,7,3,4,3,5,5,5,5,6,5,3,2,3,32,2,3,3,5,4,2,7,2,3,6,7,5,8,4,4,8,31,4,3,3,8,2,5,6,4,4,4,3,1,6,3,6,2
20,12,14,7,8,3,11,4,9,9,2,23,25,6,8,13,11,8,5,10,2,4,8,7,5,9,5,6,7,1,2,3,4,9,10,6,1,6,6,7,4,7,3,7,11,8,2,4,1,8,41,4,5,8,5,7,6,2,5,5,5,3,3,10,5,2,28,3,8,2,4,5,2,7,1,3,2,1,2,3,6,6,2,42,7,4,6,8,1,8,5,6,0,5,3,5,7,4,2,4
9,5,4,2,7,4,7,6,5,6,2,12,13,4,8,6,10,5,14,2,11,8,9,5,9,5,4,3,7,7,4,5,6,4,5,5,9,9,6,4,6,6,3,3,7,3,4,3,5,6,28,0,10,4,4,1,4,4,0,4,1,8,4,3,6,6,40,5,3,3,7,1,4,4,4,5,7,6,9,4,7,3,4,42,7,4,4,3,6,2,7,5,4,7,7,2,5,7,3,9
16,7,10,16,5,9,18,7,4,7,1,14,16,4,6,10,14,5,9,3,8,6,12,4,12,5,4,10,6,4,6,7,5,6,7,6,3,5,17,2,4,12,7,2,7,2,2,4,9,3,37,3,2,5,2,5,6,3,2,8,4,10,6,6,3,5,35,4,6,3,4,3,3,6,3,5,5,1,6,1,8,5,4,30,3,5,2,3,4,4,6,4,1,6,7,5,4,8,7,2
14,8,12,4,2,6,10,4,4,4,3,10,14,2,5,3,7,5,10,3,5,9,6,4,5,6,3,10,5,1,1,6,2,8,9,3,2,4,5,3,5,6,4,4,6,2,5,3,4,3,25,1,1,5,5,1,2,5,6,3,4,3,2,3,3,5,35,4,6,3,5,3,4,5,6,8,5,2,3,10,1,7,2,30,5,5,2,2,6,9,3,6,0,11,5,4,1,5,3,7
13,11,12,12,9,4,7,2,10,8,1,12,19,7,10,7,14,5,11,5,5,7,9,2,8,6,4,6,5,7,6,5,7,10,6,11,2,5,8,3,6,9,1,6,3,3,4,9,3,6,35,5,9,5,8,2,2,2,1,3,4,3,7,5,7,5,32,3,7,3,4,7,3,2,3,7,4,4,3,5,8,3,3,33,3,5,5,4,1,6,3,6,5,4,4,5,3,4,5,6
11,7,7,5,2,11,10,4,3,5,7,14,18,4,6,6,18,4,14,5,5,3,4,7,11,8,6,8,11,7,5,10,4,11,10,5,4,9,8,12,4,5,2,2,7,5,8,8,5,6,36,5,1,4,5,3,5,5,2,4,2,4,12,6,5,5,38,3,8,3,4,1,6,3,5,4,5,4,8,3,7,10,4,35,3,6,4,3,1,2,6,8,1,2,4,2,5,7,6,5
15,5,10,15,5,13,8,3,3,6,6,7,22,6,9,2,10,4,7,7,8,6,4,2,13,4,9,4,10,2,6,5,2,7,6,2,7,6,10,5,3,5,13,4,5,4,4,5,2,1,29,3,2,4,10,5,5,3,4,4,11,3,6,9,5,1,40,4,5,3,5,3,5,10,5,5,1,4,4,2,6,4,3,33,4,4,2,6,4,3,6,3,4,5,5,4,5,7,7,5
14,7,10,6,4,7,14,6,8,12,2,15,10,5,4,7,10,3,6,6,6,15,4,4,9,6,4,6,5,8,6,5,2,4,8,2,4,5,7,7,4,6,4,4,6,4,7,3,7,1,38,3,3,3,11,5,6,7,7,6,1,4,5,4,6,2,38,1,2,9,2,5,8,6,5,5,7,5,5,0,3,8,3,25,6,7,5,2,4,7,3,4,5,6,1,4,3,5,4,5
11,8,5,6,7,5,7,2,10,6,4,5,12,3,5,5,11,2,7,5,5,9,3,2,7,1,2,2,8,5,3,5,2,9,5,4,4,4,10,3,10,4,5,4,5,3,7,3,4,5,27,2,5,3,7,5,3,2,6,4,6,2,6,1,5,3,34,6,5,6,5,9,4,9,3,6,5,5,3,3,9,3,6,40,2,0,4,2,3,5,5,9,3,4,3,6,3,2,4,6
15,3,6,12,4,4,8,5,7,6,2,20,20,5,4,5,13,5,5,1,5,6,9,4,13,8,4,6,2,1,9,2,5,9,6,5,2,4,8,8,6,9,5,7,4,7,2,9,6,5,33,4,3,4,4,2,4,7,3,3,5,3,2,7,4,2,35,3,8,4,2,7,6,2,4,4,4,5,7,4,2,8,6,30,4,4,4,2,3,2,1,5,4,4,4,4,6,3,10,4
21,7,15,10,12,10,8,6,7,13,2,13,14,2,7,7,11,6,7,4,13,8,10,6,10,6,8,6,9,4,4,11,3,7,3,5,7,2,12,5,6,6,3,5,4,4,6,5,5,1,26,2,6,9,4,4,2,4,2,4,5,1,3,5,2,3,27,1,3,4,8,2,5,4,1,3,4,4,5,5,3,5,4,36,3,1,7,4,8,2,3,4,3,8,4,2,3,3,3,5
12,4,8,11,6,7,5,3,8,8,2,12,16,5,8,5,11,2,9,5,5,12,6,7,13,9,9,14,9,5,6,8,6,6,9,7,4,4,10,4,7,5,2,11,3,6,5,7,6,3,34,6,1,7,8,4,4,8,6,6,5,7,5,4,2,2,37,5,3,4,2,6,2,6,3,6,3,5,4,5,7,5,2,41,7,7,5,2,6,3,4,6,2,4,3,5,4,4,3,8
13,7,5,9,11,14,8,3,4,2,8,13,16,3,4,5,6,3,8,5,4,5,9,4,9,7,3,12,5,3,3,10,4,9,5,3,0,0,8,3,3,5,4,6,6,4,1,8,4,4,35,5,2,2,4,2,9,5,2,3,2,7,4,6,4,6,30,4,4,5,1,6,3,2,4,4,2,7,3,7,2,8,1,29,6,8,7,6,6,1,5,3,3,4,5,4,4,4,6,5
19,6,11,13,7,8,5,7,6,13,4,13,16,5,10,6,8,5,11,5,8,5,5,4,11,9,6,14,5,6,3,4,7,6,4,3,3,5,7,3,6,4,6,10,7,4,2,6,3,3,37,5,5,5,8,2,1,3,6,6,5,4,5,5,6,4,34,9,5,0,5,6,4,2,4,4,5,2,3,6,6,3,6,35,5,3,9,3,2,5,6,2,5,3,4,6,2,6,2,4
12,4,6,7,8,7,8,5,10,6,3,12,10,3,5,4,9,3,12,5,5,4,8,4,3,5,7,6,3,5,4,7,7,7,6,3,1,5,9,5,3,6,8,5,4,2,3,3,4,5,37,4,6,9,8,5,7,6,1,6,3,1,8,3,7,4,40,6,2,3,4,10,1,7,6,9,4,4,9,5,8,4,4,35,3,7,3,6,5,3,5,6,4,6,3,7,7,3,5,5
8,6,12,1,6,2,5,3,11,13,3,17,18,5,6,7,13,8,9,5,5,5,12,2,8,5,5,6,8,4,5,2,5,7,4,3,4,4,9,2,3,7,6,5,2,5,2,5,3,6,32,7,3,6,3,8,1,1,6,4,6,1,6,4,5,4,32,4,7,2,6,2,6,3,7,5,7,3,3,2,10,1,4,27,3,1,5,4,6,5,3,6,4,2,4,0,4,5,3,6
15,7,12,13,8,10,7,3,6,9,5,18,12,7,7,3,7,6,10,7,6,9,5,3,5,5,3,5,6,9,7,15,3,3,7,6,3,5,3,6,3,9,3,5,5,7,7,2,8,6,33,2,8,5,3,5,5,7,1,4,2,3,7,4,6,2,34,9,2,5,5,5,3,0,6,3,6,3,3,3,4,8,4,32,5,7,4,2,7,3,4,1,2,4,2,3,6,2,3,3
9,9,12,10,7,11,13,1,6,7,2,16,16,5,10,6,4,7,16,6,7,7,8,3,12,8,5,7,6,9,6,4,7,7,6,2,2,3,9,7,7,5,6,2,7,0,3,1,7,5,34,4,6,6,3,6,6,5,2,3,4,9,1,6,3,4,23,3,5,2,4,3,5,4,1,1,5,2,2,6,4,1,4,40,4,3,5,6,5,3,7,5,6,6,6,6,2,3,3,6
12,8,6,5,5,4,7,6,9,8,1,10,13,0,9,6,17,2,5,3,5,6,6,6,15,9,6,8,5,3,3,5,3,4,7,5,4,3,8,7,2,5,5,6,4,6,7,9,3,1,39,4,3,5,2,8,3,4,5,5,4,4,8,3,5,7,47,2,7,5,4,6,2,5,10,7,5,6,5,7,3,5,7,42,4,5,6,5,6,4,6,8,9,9,5,3,5,4,4,5
19,8,14,13,7,13,5,8,7,7,5,14,13,3,6,12,9,4,10,6,4,7,4,6,10,2,5,4,4,6,6,6,4,2,9,5,2,7,12,3,3,8,10,5,8,6,9,1,2,3,21,7,5,5,7,6,4,1,5,3,7,3,4,3,5,6,33,5,4,2,6,3,5,4,5,3,5,5,4,3,1,5,5,40,2,10,4,6,7,4,7,6,5,6,4,6,4,3,5,4
17,8,6,7,7,6,3,3,7,9,2,8,17,2,6,9,3,5,7,8,4,5,5,5,8,7,8,5,5,9,3,8,4,6,8,4,2,3,8,6,3,7,6,4,4,5,5,3,4,2,22,6,6,5,4,4,7,1,0,4,2,4,3,3,5,3,28,4,2,4,3,5,2,3,2,7,5,5,6,4,1,6,3,32,7,0,2,4,6,4,3,0,4,5,4,5,3,5,8,4
13,4,7,7,7,12,7,1,4,10,10,11,13,8,8,4,13,2,4,1,4,4,10,1,13,6,2,5,4,5,6,9,2,10,7,2,2,4,3,2,3,2,2,4,3,3,3,6,5,4,34,5,7,6,3,2,7,2,7,6,5,4,8,3,9,5,46,7,3,5,7,10,5,3,5,3,5,4,5,7,5,8,6,31,4,4,5,0,4,2,4,5,3,1,4,5,2,9,6,7
20,9,9,14,4,11,10,3,7,13,8,19,16,3,6,9,16,3,5,1,8,6,4,7,9,5,6,11,5,7,6,7,4,4,4,7,4,4,9,0,2,5,4,9,5,4,5,8,7,8,37,4,4,3,3,3,4,3,7,4,5,6,4,3,5,4,42,2,6,1,3,7,4,9,3,4,6,6,3,1,6,0,4,41,9,5,8,6,5,6,3,2,6,7,2,0,4,3,5,3
18,5,7,6,8,5,8,5,2,10,4,14,9,4,2,8,10,6,11,5,8,2,8,7,12,9,8,8,8,6,5,9,0,6,6,3,6,4,16,4,3,4,8,6,6,1,2,5,6,4,33,4,7,3,7,4,8,7,2,5,5,1,7,4,6,8,28,5,5,6,5,5,7,6,2,4,5,4,5,5,4,3,3,38,4,4,5,4,5,9,5,5,4,9,1,2,3,7,8,3
20,1,5,11,9,12,5,8,9,9,7,13,16,9,7,5,4,3,7,8,4,7,4,4,10,7,5,8,7,3,5,9,6,5,8,5,7,6,11,1,1,11,1,5,2,3,3,4,4,7,31,7,4,3,9,4,3,4,5,6,4,3,5,8,6,5,30,3,10,4,3,7,2,6,4,5,4,3,4,8,3,9,2,40,3,5,0,6,8,4,5,8,9,5,2,8,3,6,4,1
12,8,9,7,9,4,15,3,9,9,3,12,17,3,4,6,12,9,12,5,7,4,12,4,12,5,2,9,1,5,2,4,1,5,4,5,7,3,2,1,5,5,2,5,4,2,3,4,3,7,34,6,6,3,5,5,4,9,4,3,5,8,3,5,2,1,25,1,3,4,4,4,3,5,6,5,4,3,7,3,1,2,3,25,3,3,6,7,3,3,7,3,2,9,1,8,5,4,1,2
9,8,11,3,8,13,5,5,7,7,8,13,13,7,8,9,14,4,6,4,7,2,6,6,12,7,3,3,3,1,3,5,8,4,6,4,8,4,4,5,3,5,5,3,3,2,5,5,1,1,31,1,5,3,5,4,5,4,4,6,5,3,3,1,4,4,31,3,4,7,3,6,4,7,4,4,3,1,5,0,6,3,2,32,2,2,5,6,5,5,2,5,3,1,2,4,4,7,4,5
22,7,6,8,11,5,5,2,5,8,3,6,14,3,8,4,13,1,8,2,4,4,6,5,12,6,2,5,11,5,4,3,1,8,7,1,3,5,10,2,5,13,7,7,6,2,6,7,6,5,23,5,3,0,3,6,7,9,6,4,3,4,4,2,6,5,36,7,9,7,6,11,6,5,2,3,4,3,4,7,3,4,3,44,2,8,10,3,6,2,8,9,6,5,4,5,3,4,4,5
11,5,5,6,6,7,9,4,7,11,2,13,13,5,7,2,17,4,9,4,2,8,5,2,8,6,4,7,8,6,1,6,7,6,8,5,8,2,9,6,5,6,2,5,3,6,3,5,4,8,30,3,4,4,4,4,5,7,8,5,2,3,6,5,2,5,36,3,3,7,8,6,4,6,7,5,3,3,2,3,3,3,6,47,8,10,9,3,4,2,7,5,4,4,4,3,8,8,5,5
16,12,10,9,8,4,5,5,13,6,1,12,13,3,6,4,17,3,9,3,4,9,10,6,11,8,2,10,9,7,6,4,3,8,4,5,6,9,9,5,10,6,5,7,3,6,4,10,4,2,44,4,5,5,6,4,5,6,1,5,3,2,10,6,5,6,33,2,5,1,9,5,5,3,1,5,6,3,6,2,5,6,2,33,4,6,3,7,3,6,1,7,5,2,7,2,6,5,5,5
19,6,8,8,9,7,7,8,11,8,3,10,13,2,9,8,16,2,12,7,5,6,9,4,6,9,6,4,9,7,4,6,7,3,8,4,1,4,4,4,5,7,3,3,7,4,5,7,4,1,41,2,3,5,3,3,5,6,10,3,2,6,2,2,7,3,37,7,6,8,2,3,4,3,2,3,5,3,4,11,6,8,4,33,2,3,6,8,4,7,4,4,7,3,1,4,6,3,3,2
15,3,8,5,6,13,9,5,7,8,7,11,22,8,7,6,6,7,13,4,7,4,10,5,7,5,6,8,5,5,4,7,4,6,4,3,4,1,7,4,4,5,7,4,8,2,4,3,4,2,35,4,3,8,4,6,3,2,6,4,9,1,7,2,5,2,36,2,5,4,6,3,5,6,7,9,3,4,4,4,3,4,4,35,5,5,5,4,5,4,5,9,6,3,2,4,6,5,4,4
20,4,10,8,12,8,7,5,11,4,9,20,13,2,6,4,11,6,14,6,6,6,5,5,13,8,7,6,5,5,8,10,6,7,5,7,2,7,6,5,11,6,1,5,2,1,1,7,8,2,40,2,4,5,8,4,11,5,2,6,2,12,1,4,4,11,26,9,3,2,5,3,4,6,8,9,3,5,5,1,6,2,7,51,6,6,7,8,5,9,5,6,3,8,8,5,3,3,5,2
15,6,11,9,7,14,13,3,10,12,5,15,12,6,7,9,10,3,13,3,6,3,6,1,10,11,4,8,5,1,4,9,1,8,16,3,3,7,14,4,5,12,3,2,9,10,2,3,5,11,21,7,3,3,5,1,1,4,6,6,3,1,4,5,4,1,25,6,3,7,7,4,5,3,3,8,2,2,1,6,8,3,9,27,2,5,3,5,2,9,4,3,4,4,7,2,4,2,3,7
18,6,3,2,10,7,14,5,6,7,7,14,13,5,4,6,12,2,4,10,9,5,12,6,7,9,4,8,7,3,2,3,2,3,10,6,6,4,11,5,1,8,7,1,6,3,7,0,4,8,29,1,5,6,5,3,6,3,3,2,6,2,3,4,6,9,42,3,8,4,7,4,5,3,6,7,6,4,5,3,4,5,6,36,6,6,1,8,4,6,8,6,7,5,3,5,2,1,4,5
16,7,8,11,6,5,3,4,11,6,5,11,11,3,5,4,7,3,9,2,4,7,5,3,8,7,4,6,3,4,4,7,5,6,6,5,3,5,11,5,6,7,4,6,5,7,3,8,4,3,38,1,5,8,8,7,5,6,6,4,7,7,4,2,3,1,27,1,3,3,5,4,3,8,2,10,4,5,3,6,1,2,5,30,3,4,6,2,6,6,9,4,1,7,4,10,2,5,6,4
15,6,11,4,9,8,10,3,7,12,5,9,14,4,7,9,14,4,10,4,9,7,4,4,8,8,1,5,7,7,5,7,4,8,8,4,9,5,11,4,6,11,2,4,4,4,6,3,6,6,31,4,4,3,3,3,1,5,6,4,8,5,8,4,6,5,47,6,5,5,8,9,5,1,4,3,8,6,5,6,7,1,8,38,7,4,4,3,6,7,3,3,6,7,4,3,4,8,7,3
14,6,6,7,8,8,8,2,2,11,2,13,12,3,4,5,8,3,6,5,8,3,7,2,6,5,4,9,4,2,2,9,3,4,5,3,6,3,11,3,7,3,8,2,2,5,7,5,4,4,29,5,2,5,5,6,3,3,8,2,6,3,3,2,2,5,34,7,3,7,2,8,3,4,7,2,5,3,5,8,4,6,2,39,8,3,2,6,6,7,3,3,6,2,2,3,5,6,6,4
11,8,9,9,5,9,7,4,5,9,9,9,18,5,4,3,16,6,10,4,10,5,12,5,2,7,5,8,6,4,1,7,8,11,11,2,2,1,13,4,6,7,4,8,6,8,5,6,6,4,44,7,9,5,6,7,5,5,6,1,9,4,6,5,8,3,41,8,4,4,3,3,4,3,8,4,4,6,5,2,5,8,5,43,8,9,5,4,5,5,4,4,6,7,5,4,1,5,8,6
14,8,10,6,7,6,12,6,9,7,6,12,15,8,8,5,5,1,8,5,5,3,11,3,10,6,7,6,8,4,3,6,2,10,5,8,2,5,10,3,1,12,1,3,8,5,2,5,7,4,30,4,2,5,4,6,1,3,4,4,7,6,5,8,1,5,41,5,1,3,8,6,3,7,3,5,5,7,4,7,5,6,2,23,1,7,3,0,5,1,7,4,5,3,4,3,4,1,4,2
17,7,6,8,7,8,7,9,3,9,6,8,13,3,4,9,15,2,10,4,7,5,11,2,4,4,2,5,3,2,4,12,1,2,7,3,6,3,14,7,5,8,7,7,4,4,4,3,3,2,30,3,3,5,3,4,5,6,2,0,3,1,4,3,7,7,30,6,4,2,3,3,5,6,5,7,4,3,3,4,7,6,3,34,6,5,3,6,6,2,11,10,7,4,4,8,5,2,7,3
10,3,7,12,5,11,4,2,6,14,6,17,21,3,3,10,10,10,9,1,10,5,8,3,3,7,8,7,9,7,1,8,4,15,9,9,4,5,11,3,5,2,6,4,3,0,3,6,1,5,35,5,1,8,7,6,2,8,7,2,9,4,4,6,6,2,31,3,2,5,1,3,2,6,3,2,4,2,2,0,9,7,6,32,5,4,1,1,3,6,3,8,5,6,7,6,5,2,3,8
18,9,8,7,6,9,6,3,7,4,1,6,9,3,10,1,6,3,11,5,7,6,6,4,7,8,3,3,8,7,5,13,4,10,7,4,4,7,11,2,7,3,3,5,1,3,4,3,5,1,32,4,5,7,4,5,3,4,7,3,8,4,4,6,4,2,42,7,4,4,7,2,4,9,8,1,6,4,4,4,7,1,6,30,3,5,5,1,3,3,5,7,4,3,11,7,5,4,2,7
16,12,9,8,6,11,9,6,3,9,6,11,13,9,4,9,10,5,9,2,12,4,10,3,8,5,7,9,4,5,8,7,2,5,5,5,8,4,8,2,3,6,6,4,7,4,2,3,5,5,27,4,3,2,5,4,5,1,5,3,8,5,5,2,7,6,33,2,3,4,3,2,2,6,10,7,9,6,5,6,6,7,3,32,4,7,7,6,3,4,3,7,4,5,4,4,2,5,6,3
15,8,8,6,4,7,11,3,6,10,1,13,19,9,6,6,9,1,11,3,7,9,9,7,10,5,4,5,10,5,7,9,5,9,4,7,3,5,11,2,6,7,1,4,4,6,5,2,6,4,30,4,2,5,7,6,4,8,3,3,3,1,4,4,4,2,27,2,3,5,4,4,8,3,0,1,6,6,5,0,5,6,2,31,4,2,5,4,5,7,3,2,5,5,5,6,2,2,5,7
15,7,6,4,2,3,8,2,1,6,4,16,15,4,6,6,13,5,5,11,6,5,2,3,8,6,0,5,8,3,4,6,9,3,5,10,3,4,8,6,3,6,5,1,3,7,5,6,6,1,37,8,3,0,7,5,3,5,4,5,4,7,3,4,3,3,33,4,6,4,4,4,2,4,1,5,2,2,2,6,5,3,2,32,1,2,11,6,5,8,3,5,3,1,4,6,3,7,2,5
7,8,9,7,6,6,12,3,10,7,4,13,14,3,7,3,11,4,9,10,5,7,11,2,11,7,5,2,6,5,5,6,0,5,5,4,2,3,10,3,3,7,5,1,3,5,5,5,6,1,27,5,4,5,4,4,3,4,6,7,4,7,8,3,3,2,34,4,3,3,8,7,4,6,5,3,7,8,6,5,7,1,3,35,3,1,6,3,2,5,6,7,4,3,10,5,7,6,4,5
10,5,9,8,4,5,10,1,8,7,5,11,14,4,8,3,14,4,7,4,10,7,9,2,8,11,4,4,6,4,3,4,4,4,8,4,8,2,7,4,3,4,3,5,4,3,8,7,4,3,29,6,7,6,4,3,4,2,8,5,3,8,1,3,4,1,29,5,5,5,0,4,3,0,3,3,6,7,5,2,9,4,4,41,5,7,2,7,5,14,4,6,2,5,4,6,2,4,3,2
15,5,9,7,8,10,10,3,6,10,5,12,20,5,9,6,10,6,5,4,7,5,7,4,10,8,5,9,5,3,2,7,4,5,9,5,2,5,5,4,2,4,5,3,8,6,5,3,1,4,32,7,9,3,6,6,2,4,2,4,6,4,3,4,6,4,36,4,9,6,2,6,5,8,4,6,4,3,3,8,7,7,1,39,5,6,6,3,8,6,5,5,8,7,3,6,3,2,5,4
13,9,13,11,5,8,8,7,5,11,1,18,21,4,5,12,10,5,6,6,7,6,5,7,11,4,9,6,7,3,9,8,11,9,6,6,2,7,10,3,0,3,1,2,3,3,7,8,5,2,27,4,5,6,3,3,7,5,0,4,7,4,3,7,7,4,28,3,4,1,5,6,5,2,3,0,6,7,5,4,5,2,5,33,7,5,1,5,3,1,4,3,4,4,3,5,6,5,5,5
8,8,9,9,5,6,8,0,5,10,5,17,21,6,4,7,13,4,11,3,2,6,7,8,10,6,1,4,12,11,8,2,6,3,1,7,2,8,8,8,5,12,4,1,3,5,2,9,5,4,24,4,5,3,6,6,8,4,1,6,3,4,3,2,5,2,33,5,7,7,6,2,4,4,2,4,4,3,4,4,3,5,6,29,7,5,5,6,3,4,2,2,8,4,2,3,2,2,3,5
14,6,7,9,3,12,15,3,5,8,7,9,16,2,5,2,14,5,9,6,7,5,6,2,11,5,4,7,9,3,8,10,4,6,4,5,8,7,11,2,3,8,8,6,5,3,2,2,6,7,23,6,4,5,6,6,6,3,2,3,1,5,9,5,5,3,35,4,8,2,5,9,3,2,2,2,6,5,6,4,5,4,1,33,7,3,0,4,9,4,4,2,4,2,4,5,1,4,5,1
16,7,14,8,6,7,10,4,9,10,4,11,12,2,9,10,9,5,10,2,7,8,9,4,14,7,5,11,5,3,5,9,3,3,8,6,7,0,3,4,4,5,4,5,6,3,5,0,6,7,30,3,5,9,4,1,5,3,3,3,5,4,7,5,4,4,33,3,3,1,5,3,6,4,7,4,4,5,0,6,4,6,5,30,7,5,2,7,7,2,4,4,6,3,7,7,8,2,5,5
7,7,9,12,1,12,4,3,7,7,9,11,13,5,6,7,10,3,6,4,8,6,10,6,8,6,5,11,4,2,2,6,3,11,10,3,4,3,9,6,9,12,3,2,6,5,5,4,7,8,34,5,6,9,3,0,2,3,5,6,5,1,6,2,5,6,36,3,5,2,4,8,7,2,6,5,6,10,5,7,4,3,4,38,3,3,3,3,4,4,8,3,5,8,1,5,10,1,7,6
16,7,5,7,5,12,7,8,7,6,5,14,17,4,9,6,16,6,10,7,9,6,8,5,4,5,5,1,6,3,2,10,4,6,9,2,3,7,10,5,5,8,6,3,1,6,4,7,2,4,28,6,5,5,4,2,3,4,7,1,3,1,4,6,11,5,40,8,5,2,10,3,2,4,1,6,2,6,10,4,2,7,9,29,3,4,7,3,5,2,6,6,2,8,5,6,3,4,3,9
15,4,5,10,7,8,8,7,6,7,3,7,11,4,6,7,7,8,4,3,9,7,7,4,8,6,7,9,8,3,3,4,5,3,4,3,5,7,8,2,3,6,3,6,1,4,3,6,5,2,31,5,3,1,3,8,6,7,5,4,3,2,5,2,7,3,44,5,5,7,6,4,8,2,4,4,4,4,8,5,4,4,7,40,6,1,8,8,4,2,3,8,4,4,6,4,2,4,2,2
15,2,5,11,9,8,6,4,1,10,2,13,14,4,8,7,8,7,3,3,9,3,14,5,6,6,4,7,9,2,4,4,7,8,12,2,8,2,8,9,3,3,10,5,6,1,3,3,1,3,28,7,5,3,4,9,6,6,3,2,5,3,3,6,1,4,42,5,6,2,7,2,4,2,4,9,5,1,4,9,10,6,7,41,3,4,3,5,4,6,5,5,4,7,3,7,6,3,8,5
8,7,7,4,7,11,12,6,12,4,4,19,17,4,7,5,16,7,8,6,7,4,13,1,8,8,8,5,3,5,0,8,6,11,3,7,4,4,10,1,3,7,7,6,4,3,4,5,5,7,40,4,6,8,6,8,5,5,5,6,4,8,1,8,2,5,43,7,11,6,5,4,7,4,6,2,3,3,5,1,1,6,8,38,3,4,7,6,9,2,4,1,5,3,0,8,1,5,3,5
16,6,8,5,13,8,5,6,8,8,10,2,14,5,8,4,12,1,12,3,6,5,11,6,10,3,2,5,6,6,4,7,11,8,3,3,8,6,9,2,4,9,1,3,2,8,2,2,7,4,35,5,5,2,6,4,4,4,7,7,11,4,2,5,2,9,36,4,2,2,0,5,6,2,7,5,8,8,8,3,6,3,4,30,3,4,2,5,8,4,6,4,6,4,4,6,6,6,5,4
11,7,6,5,4,8,8,4,6,5,4,15,16,4,8,2,7,11,11,9,12,9,10,5,9,6,1,10,4,3,7,4,7,4,9,5,4,2,14,4,5,9,7,6,6,1,3,5,3,8,28,3,0,4,2,4,6,2,6,3,3,4,5,4,5,6,23,5,5,2,4,4,5,5,0,7,2,4,2,3,1,4,4,42,7,10,3,2,7,5,3,2,7,5,4,4,4,6,5,4
16,14,13,6,7,6,10,2,6,12,4,6,13,4,2,8,12,6,15,4,5,5,8,6,8,7,9,7,6,8,4,5,5,14,5,3,2,7,14,1,9,9,7,5,2,1,4,4,3,4,24,3,6,3,3,2,3,0,6,4,6,2,3,2,6,2,37,3,4,5,4,8,4,5,3,1,7,5,12,5,6,7,4,44,5,3,9,5,6,9,1,5,11,1,5,4,7,5,1,4
15,4,7,8,8,7,7,4,6,10,4,10,15,5,8,7,17,7,11,4,5,7,5,3,13,6,5,3,10,6,5,5,4,5,5,0,2,8,6,3,8,9,4,2,2,6,2,5,8,6,24,0,4,1,5,3,4,3,4,7,5,4,5,3,1,6,36,4,5,5,4,5,5,5,1,4,6,5,6,7,5,1,2,34,10,6,3,7,1,3,7,3,7,3,3,4,5,2,6,7
17,9,11,11,6,11,6,4,6,15,6,11,13,4,3,4,6,2,7,3,5,6,8,3,6,10,2,7,9,3,4,6,5,6,8,5,2,3,8,8,5,5,3,2,7,5,4,2,5,2,32,6,4,2,4,5,6,5,5,2,3,6,4,2,4,5,40,4,5,5,5,7,5,7,2,5,5,4,5,5,6,3,4,35,4,9,9,3,6,6,4,7,9,7,8,1,8,5,2,5
